,Title,Location,Company,Salary
14793,Graduate Data Analyst - Retention Marketing,Manchester,The Hut Group,
14794,Claims Operations Analyst,Manchester,Claims Recruitment Services,"£45,000 - £50,000 a year"
14795,NOC Security Engineer,Manchester,Just IT Recruitment,
14796,Procurement Analyst - Oracle / OBIA,Manchester,Michael Page UK,"£30,000 - £40,000 a year"
14797,Business Analyst - Data Migration,,SystemsAccountants,"£50,000 - £60,000 a year"
14798,Technical Analyst,,EuroNet Solutions Ltd,"£29,500 - £34,500 a year"
14799,CRO Manager,,Banc Media Ltd,
14800,SAP Configuration Analyst (Manufacturing / Master Data),,Robert Half United Kingdom,"£55,000 a year"
14801,Data Analyst Engineer,,Freedom Finance,"£30,000 - £45,000 a year"
14802,Principal Data Engineering Developer,,Auto Trader UK,"£50,000 - £70,000 a year"
14803,Product Owner,,wejo,
14804,Manchester Campus Coordinator,,London School of Commerce – Manchester Campus,"£35,000 a year"
14805,Business Analyst,,Wenso,"£30,000 - £38,000 a year"
14806,Field Support Engineer,Manchester,Modern Networks,
14807,Senior Customer Insight Analyst,Manchester,Booking.com,
14808,Senior Digital Analyst,Manchester,The Candidate,"£45,000 a year"
14809,BI Analyst- SSIS,Manchester,CV Screen,"£35,000 a year"
14810,Pricing Analyst (retail energy),Manchester,Utility People,"£40,000 a year"
14811,34159 - Business Analyst,Manchester,myfuturerole.com,
14812,Data/ Financial Analyst,Bury,Platinum Financial Recruitment,"£20,000 - £23,000 a year"
14813,"Team Ld, Tax Reporting Compl",Manchester,BNY Mellon,
14814,Finance Systems Analyst,Altrincham,Page Personnel - UK,"£30,000 - £35,000 a year"
14815,"Technical Test Analyst (SQL, ETL, SSIS)",Manchester,Ampersand Consulting,"£38,000 - £43,000 a year"
14816,Business Analyst - Data Migration,,SystemsAccountants,"£50,000 - £60,000 a year"
14817,Technical Analyst,,EuroNet Solutions Ltd,"£29,500 - £34,500 a year"
14818,CRO Manager,,Banc Media Ltd,
14819,SAP Configuration Analyst (Manufacturing / Master Data),,Robert Half United Kingdom,"£55,000 a year"
14820,Data Analyst Engineer,,Freedom Finance,"£30,000 - £45,000 a year"
14821,Principal Data Engineering Developer,,Auto Trader UK,"£50,000 - £70,000 a year"
14822,Product Owner,,wejo,
14823,Manchester Campus Coordinator,,London School of Commerce – Manchester Campus,"£35,000 a year"
14824,Business Analyst,,Wenso,"£30,000 - £38,000 a year"
14825,Reward Analyst,Manchester,Essential Personnel,"£28,000 a year"
14826,Senior Data Scientists,Manchester,Aspire Data Recruitment,"£55,000 - £75,000 a year"
14827,Document Management & OCR Analyst,Altrincham,NES Global Talent,
14828,BI Analyst,Manchester,Burns Sheehan,"£30,000 - £35,000 a year"
14829,Dynamics CRM Support Desk Analyst,Manchester,Catch Resource Management Ltd,"£30,000 - £35,000 a year"
14830,Regulatory Reporting Analyst,Cheadle,Recruitment Solutions (Northwest) Ltd,"£30,000 - £35,000 a year"
14831,Commercial Finance Analyst,Manchester,Booking.com,
14832,Multichannel Analyst - Go Outdoors,Bury BL9,Go Outdoors,
14833,Pricing Analyst - Successful Technology Business - Mancheste...,Hulme,Page Personnel - UK,"£32,000 a year"
14834,Application Support Analyst,Altrincham,Data Careers Ltd,"£25,000 - £30,000 a year"
14835,Business Analyst - Data Migration,,SystemsAccountants,"£50,000 - £60,000 a year"
14836,Technical Analyst,,EuroNet Solutions Ltd,"£29,500 - £34,500 a year"
14837,CRO Manager,,Banc Media Ltd,
14838,SAP Configuration Analyst (Manufacturing / Master Data),,Robert Half United Kingdom,"£55,000 a year"
14839,Data Analyst Engineer,,Freedom Finance,"£30,000 - £45,000 a year"
14840,Principal Data Engineering Developer,,Auto Trader UK,"£50,000 - £70,000 a year"
14841,Product Owner,,wejo,
14842,Manchester Campus Coordinator,,London School of Commerce – Manchester Campus,"£35,000 a year"
14843,Business Analyst,,Wenso,"£30,000 - £38,000 a year"
14844,Financial Analyst,Altrincham,Alexander Hancock Recruitment,"£20,000 - £24,000 a year"
14845,"Senior Analyst, Business Technology Liaison (Tester)",Manchester,BNY Mellon,
14846,Senior Web Analyst,Manchester,The Candidate,"£50,000 a year"
14847,IS Business Analyst,Manchester,Bureau Veritas,
14848,Senior Pricing Analyst,Manchester,Aspire Data Recruitment,"£55,000 a year"
14849,PPC Analyst - Taxi,Manchester,Booking.com,
14850,Programmatic Account Manager,Manchester,m/SIX,
14851,Graduate Supply Chain Analyst (Immediate Start),Manchester,The Hut Group,
14852,Senior Analyst (CS),Manchester,Booking.com,
14853,PPC Analyst,Manchester,The Candidate,"£40,000 a year"
14854,Business Analyst - Data Migration,,SystemsAccountants,"£50,000 - £60,000 a year"
14855,Technical Analyst,,EuroNet Solutions Ltd,"£29,500 - £34,500 a year"
14856,CRO Manager,,Banc Media Ltd,
14857,SAP Configuration Analyst (Manufacturing / Master Data),,Robert Half United Kingdom,"£55,000 a year"
14858,Business Analyst - Data Migration,,SystemsAccountants,"£50,000 - £60,000 a year"
14859,Principal Data Engineering Developer,,Auto Trader UK,"£50,000 - £70,000 a year"
14860,CRO Manager,,Banc Media Ltd,
14861,Technical Analyst,,EuroNet Solutions Ltd,"£29,500 - £34,500 a year"
14862,Resource Planning Manager - DJPF1287,Manchester,Douglas Jackson,"£45,000 a year"
14863,IT Business Analyst,Manchester,JC AGRI Solutions,
14864,Forecast & Demand Analyst,Wythenshawe,NJR Recruitment,"£22,000 - £28,000 a year"
14865,BI Analyst/Developer,Manchester,Digital Gurus,"£45,000 - £55,000 a year"
14866,Senior Statistical Analyst,Manchester,Aspire Data Recruitment,"£38,000 - £48,000 a year"
14867,Brand Marketing Analyst - Beauty,Manchester,The Hut Group,
14868,Developer – Data Platforms,Manchester M1,Jisc,"£30,500 a year"
14869,Associate Analyst - Support Services,Manchester,Page Personnel - UK,"£25,000 a year"
14870,Security Architect,Manchester,Search Consultancy,"£65,000 a year"
14871,Infrastructure Engineer,Manchester,Search Consultancy,"£43,000 a year"
14872,SAP Configuration Analyst (Manufacturing / Master Data),,Robert Half United Kingdom,"£55,000 a year"
14873,Business Analyst,,Wenso,"£30,000 - £38,000 a year"
14874,Product Owner,,wejo,
14875,Manchester Campus Coordinator,,London School of Commerce – Manchester Campus,"£35,000 a year"
14876,Data Analyst Engineer,,Freedom Finance,"£30,000 - £45,000 a year"
14877,Principal Data Engineering Developer,,Auto Trader UK,"£50,000 - £70,000 a year"
14878,Business Analyst - Data Migration,,SystemsAccountants,"£50,000 - £60,000 a year"
14879,Data Analyst Engineer,,Freedom Finance,"£30,000 - £45,000 a year"
14880,Business Analyst,,Wenso,"£30,000 - £38,000 a year"
14881,CRO Manager,,Banc Media Ltd,
14882,SAP Configuration Analyst (Manufacturing / Master Data),,Robert Half United Kingdom,"£55,000 a year"
14883,Digital User Researcher (Inside IR35),Manchester,Public Sector Resourcing,£425 - £450 a day
14884,Paid Search Account Manager,Manchester,m/SIX,
14885,"MI Developer (SQL, SSRS, SSAS, QlikView)",Manchester,Ampersand Consulting,"£35,000 - £45,000 a year"
14886,Energy Analyst,Denton,Search Consultancy,"£24,000 a year"
14887,Head of Data,Trafford,thinkmoney,
14888,VAT Compliance Manager,Manchester,Amazon UK Services Ltd.,
14889,Solution Architect – Finance & Risk,Manchester,Freshfields Bruckhaus Deringer LLP,
14890,Group Merchandising Reporting - (placement),Bury BL9,JD,
14891,Digital Marketing Manager,Manchester,Well Pharmacy,"£40,000 a year"
14892,Senior Claims Analyst,Manchester,Royal Sun Alliance,
14893,Product Owner,,wejo,
14894,Technical Analyst,,EuroNet Solutions Ltd,"£29,500 - £34,500 a year"
14895,Manchester Campus Coordinator,,London School of Commerce – Manchester Campus,"£35,000 a year"
14896,Principal Data Engineering Developer,,Auto Trader UK,"£50,000 - £70,000 a year"
14897,Business Analyst - Data Migration,,SystemsAccountants,"£50,000 - £60,000 a year"
14898,Data Analyst Engineer,,Freedom Finance,"£30,000 - £45,000 a year"
14899,Business Analyst,,Wenso,"£30,000 - £38,000 a year"
14900,CRO Manager,,Banc Media Ltd,
14901,SAP Configuration Analyst (Manufacturing / Master Data),,Robert Half United Kingdom,"£55,000 a year"
14902,Senior Data Engineering Developer,Manchester,Auto Trader UK,"£40,000 - £60,000 a year"
14903,Financial Reporting Analyst,Salford,Four Financial,"£35,000 - £45,000 a year"
14904,Technical Analyst,Stockport,EuroNet Solutions Ltd,"£29,500 - £34,500 a year"
14905,Business Intelligence Solution Architect,Manchester,Freshfields Bruckhaus Deringer LLP,
14906,Senior Finance Analyst,Cheadle,Together Financial Services Ltd,"£30,000 - £35,000 a year"
14907,"Sr. Specialist, BusTechLiaison",Manchester,BNY Mellon,
14908,Interim Data Modeller / Data Modelling,Manchester,Triumph Consultants Ltd,£430 a day
14909,Analyst Executive – Fashion retail,Manchester,Success Appointments,"£30,000 - £40,000 a year"
14910,Business Analyst (software delivery),Manchester,Sorted,
14911,Senior Business Systems Analyst - Enterprise Reporting,Manchester,Michael Page UK,"£55,000 - £65,000 a year"
14912,Product Owner,,wejo,
14913,Technical Analyst,,EuroNet Solutions Ltd,"£29,500 - £34,500 a year"
14914,Manchester Campus Coordinator,,London School of Commerce – Manchester Campus,"£35,000 a year"
14915,Principal Data Engineering Developer,,Auto Trader UK,"£50,000 - £70,000 a year"
14916,Business Analyst - Data Migration,,SystemsAccountants,"£50,000 - £60,000 a year"
14917,Data Analyst Engineer,,Freedom Finance,"£30,000 - £45,000 a year"
14918,Business Analyst,,Wenso,"£30,000 - £38,000 a year"
14919,CRO Manager,,Banc Media Ltd,
14920,SAP Configuration Analyst (Manufacturing / Master Data),,Robert Half United Kingdom,"£55,000 a year"
14921,Finance Analyst - Asset and Liability Management,Cheadle,Recruitment Solutions (NW),"£28,000 - £35,000 a year"
14922,Commercial Category Analyst - Myprotein,Manchester,The Hut Group,
14923,Senior Android Developer,Manchester,Auto Trader UK,"£40,000 - £60,000 a year"
14924,Intelligence Analyst Apprenticeship Assessor,Manchester,Oakmoor Recruitment,"£30,000 - £45,000 a year"
14925,Senior Credit Risk Analyst - manchester,Manchester,Consult RPM,"£50,000 - £60,000 a year"
14926,Senior Credit Analyst,Manchester,BWD Search & Selection Ltd,"£52,000 - £60,000 a year"
14927,Programme Lead,Manchester,Newtons Recruitment,"£55,000 a year"
14928,"Lead Manager, EMEA Reconciliations",Manchester,BNY Mellon,
14929,Senior Commercial Analyst,Manchester,Michael Page UK,
14930,Finance Analyst,Bury,Michael Page UK,"£42,000 - £50,000 a year"
14931,Product Owner,,wejo,
14932,Technical Analyst,,EuroNet Solutions Ltd,"£29,500 - £34,500 a year"
14933,Manchester Campus Coordinator,,London School of Commerce – Manchester Campus,"£35,000 a year"
14934,Business Analyst - Data Migration,,SystemsAccountants,"£50,000 - £60,000 a year"
14935,Principal Data Engineering Developer,,Auto Trader UK,"£50,000 - £70,000 a year"
14936,Data Analyst Engineer,,Freedom Finance,"£30,000 - £45,000 a year"
14937,Business Analyst,,Wenso,"£30,000 - £38,000 a year"
14938,SAP Configuration Analyst (Manufacturing / Master Data),,Robert Half United Kingdom,"£55,000 a year"
14939,CRO Manager,,Banc Media Ltd,
14940,Finance Analyst (Interim),Manchester,Search Consultancy,
14941,Speech Analyst - DJPF1296,Manchester,Douglas Jackson,"£35,000 a year"
14942,Customer Insights Manager,Greater Manchester,Better Placed,"£40,000 - £50,000 a year"
14943,Commercial Finance Analyst,Wythenshawe,Page Personnel - UK,"£24,000 - £32,000 a year"
14944,Product Manager- Apps,Manchester,Booking.com,
14945,Conversion Rate Optimisation Analyst,Manchester,Chroma Recruitment,"£30,000 - £40,000 a year"
14946,BI Analyst,Manchester,Opus Recruitment Solutions,
14947,Finance Analyst - 6 Month FTC,Salford,Marks Sattin Specialist Recruitment,"£37,000 - £43,000 a year"
14948,User Researcher (UX/UI),Manchester,ISR Recruitment,"£35,000 - £45,000 a year"
14949,Oracle Apex Developer,Manchester,OCC Computing,"£40,000 - £45,000 a year"
14950,Manchester Campus Coordinator,,London School of Commerce – Manchester Campus,"£35,000 a year"
14951,Technical Analyst,,EuroNet Solutions Ltd,"£29,500 - £34,500 a year"
14952,Product Owner,,wejo,
14953,Business Analyst - Data Migration,,SystemsAccountants,"£50,000 - £60,000 a year"
14954,Principal Data Engineering Developer,,Auto Trader UK,"£50,000 - £70,000 a year"
14955,Data Analyst Engineer,,Freedom Finance,"£30,000 - £45,000 a year"
14956,Business Analyst,,Wenso,"£30,000 - £38,000 a year"
14957,SAP Configuration Analyst (Manufacturing / Master Data),,Robert Half United Kingdom,"£55,000 a year"
14958,CRO Manager,,Banc Media Ltd,
14959,Lead Customer Insight Analyst,Manchester,Aspire Data Recruitment,"£48,000 a year"
14960,Senior Data Scientist,Manchester,Oscar Technology,"£50,000 - £75,000 a year"
14961,Junior Integration Developer,Manchester,Solo Search,"£22,000 - £25,000 a year"
14962,Finance Reporting Analyst,Manchester,Search Consultancy,
14963,Data Analytics - Project Manager,Manchester,BRUIN Financial,"£65,000 a year"
14964,Senior Business Analyst | Software Development,Manchester,Burns Sheehan,"£45,000 - £55,000 a year"
14965,Web Analyst,Altrincham,Chassam Recruitment,"£25,000 a year"
14966,Paid Social Senior Account Executive,Manchester,m/SIX,
14967,Project Manager (IT) – 3 month contract – Manchester,Manchester,Venturi,£325 - £370 a day
14968,Support Analyst,Salford,K3 Business Technologies,
14969,Manchester Campus Coordinator,,London School of Commerce – Manchester Campus,"£35,000 a year"
14970,Technical Analyst,,EuroNet Solutions Ltd,"£29,500 - £34,500 a year"
14971,Product Owner,,wejo,
14972,Business Analyst - Data Migration,,SystemsAccountants,
14973,Principal Data Engineering Developer,,Auto Trader UK,
14974,Data Analyst Engineer,,Freedom Finance,
14975,Business Analyst,,Wenso,
14976,Product Owner,,wejo,
14977,Manchester Campus Coordinator,,London School of Commerce – Manchester Campus,
14978,UI Designer,Manchester,Spier Consulting,
14979,Principal Android Developer,Manchester,Auto Trader UK,
14980,Senior SQL Developer,Manchester,Oscar Technology,
14981,HELP DESK SUPPORT ANALYST,Stockport,Spring,
14982,Senior Incident Response Consultant,Manchester,Outsource UK,
14983,Infosec Consultant,Manchester,Search Consultancy,
14984,Analytics and Insights Manager,Manchester,Booking.com,
14985,UX Designer,Manchester,The Candidate,
14986,Commercial Finance Analyst,Salford,Four Financial,
14987,Senior Java Developer,Manchester,Harnham,
14988,Technical Analyst,,EuroNet Solutions Ltd,
14989,CRO Manager,,Banc Media Ltd,
14990,SAP Configuration Analyst (Manufacturing / Master Data),,Robert Half United Kingdom,
14991,Business Analyst - Data Migration,,SystemsAccountants,"£50,000 - £60,000 a year"
14992,Principal Data Engineering Developer,,Auto Trader UK,"£50,000 - £70,000 a year"
14993,Data Analyst Engineer,,Freedom Finance,"£30,000 - £45,000 a year"
14994,Business Analyst,,Wenso,"£30,000 - £38,000 a year"
14995,Product Owner,,wejo,
14996,Manchester Campus Coordinator,,London School of Commerce – Manchester Campus,"£35,000 a year"
14997,QA Engineer (Dev in Test),Manchester,Sorted,
14998,Cro manager,Manchester,Banc (UK),
14999,Product Owner,Altrincham,Aquila Heywood,
15000,Senior Investment Manager,Manchester,Aspire Data Recruitment,"£60,000 - £80,000 a year"
15001,Lead Pega Developer,Salford Quays,TalkTalk,"£50,000 a year"
15002,Senior Finance Systems Accountant,Manchester,Freshfields Bruckhaus Deringer LLP,
15003,Commercial Finance Analyst - FP&A - Strategy,Manchester,Well Pharmacy,
15004,Senior Python Developer,Manchester,Ricardo,
15005,"Senior Infrastructure Engineer, Infrastructure Manager – Sal...",Manchester,Candour Solutions Limited,"£42,000 a year"
15006,Affiliate Partnerships Manager,Manchester,The Dining Club Group,
15007,Technical Analyst,,EuroNet Solutions Ltd,"£29,500 - £34,500 a year"
15008,CRO Manager,,Banc Media Ltd,
15009,SAP Configuration Analyst (Manufacturing / Master Data),,Robert Half United Kingdom,"£55,000 a year"
15010,Business Analyst - Data Migration,,SystemsAccountants,"£50,000 - £60,000 a year"
15011,Principal Data Engineering Developer,,Auto Trader UK,"£50,000 - £70,000 a year"
15012,Data Analyst Engineer,,Freedom Finance,"£30,000 - £45,000 a year"
15013,Business Analyst,,Wenso,"£30,000 - £38,000 a year"
15014,Product Owner,,wejo,
15015,Manchester Campus Coordinator,,London School of Commerce – Manchester Campus,"£35,000 a year"
15016,FP&A Analyst,Bury,axonmoore,"£35,000 - £45,000 a year"
15017,Senior Statistical Modelling Analyst,Manchester,Aspire Data Recruitment,"£35,000 - £45,000 a year"
15018,Senior Investment Manager,Manchester,Arrow Global,
15019,CRO Manager,Manchester M32,Banc Media Ltd,
15020,UI / UX Designer,Manchester,J&C Associates Ltd,£500 - £545 a week
15021,Analytics & Modelling Manager - Investments,Manchester,Aspire Data Recruitment,"£50,000 - £70,000 a year"
15022,"Principal, Regulatory Oversight Management (Vice President)",Manchester,BNY Mellon,
15023,UX Researcher,Manchester,Booking.com,
15024,Senior Research Manager,Manchester,Booking.com,
15025,Customer Service Specialist Apprenticeship,Altrincham,Civica,
15026,Technical Analyst,,EuroNet Solutions Ltd,"£29,500 - £34,500 a year"
15027,CRO Manager,,Banc Media Ltd,
15028,SAP Configuration Analyst (Manufacturing / Master Data),,Robert Half United Kingdom,"£55,000 a year"
15029,Business Analyst - Data Migration,,SystemsAccountants,"£50,000 - £60,000 a year"
15030,Principal Data Engineering Developer,,Auto Trader UK,"£50,000 - £70,000 a year"
15031,Data Analyst Engineer,,Freedom Finance,"£30,000 - £45,000 a year"
15032,Business Analyst,,Wenso,"£30,000 - £38,000 a year"
15033,Product Owner,,wejo,
15034,Manchester Campus Coordinator,,London School of Commerce – Manchester Campus,"£35,000 a year"
15035,Web Analyst,Salford,The Hut Group,
15036,Full Stack Software Developer,Manchester M4,FLG Business Technology Limited,"£40,000 - £45,000 a year"
15037,Senior Information Security Analyst,Manchester,SG Gaming,
15038,Senior Product Owner,Trafford,thinkmoney,
15039,Level 2 Support Analyst - Media City (Hosting),Salford,The Hut Group,
15040,Senior Software Developer,Manchester M15,NorthWest EHealth,"£45,146 - £53,352 a year"
15041,Information Security Operations Anayst,Manchester,The Hut Group,
15042,Experienced/ senior medical writer – market access and healt...,Manchester M2,AMICULUM,
15043,Market Access Consultant,Manchester,G&J Lee Recruitment (Gareth Lee),"£30,000 - £40,000 a year"
15044,HELPDESK SUPPORT,Stockport,Spring,
15045,Technical Analyst,,EuroNet Solutions Ltd,"£29,500 - £34,500 a year"
15046,CRO Manager,,Banc Media Ltd,
15047,SAP Configuration Analyst (Manufacturing / Master Data),,Robert Half United Kingdom,"£55,000 a year"
15048,Business Analyst - Data Migration,,SystemsAccountants,"£50,000 - £60,000 a year"
15049,Principal Data Engineering Developer,,Auto Trader UK,"£50,000 - £70,000 a year"
15050,Data Analyst Engineer,,Freedom Finance,"£30,000 - £45,000 a year"
15051,Business Analyst,,Wenso,"£30,000 - £38,000 a year"
15052,Product Owner,,wejo,
15053,Manchester Campus Coordinator,,London School of Commerce – Manchester Campus,"£35,000 a year"
15054,UI/UX Designer,Manchester,Whitehall Resources Ltd,
15055,Intercompany Accountant,Manchester,Search Consultancy,
15056,Senior Research Scientist – Pricing Analytics,Manchester,Aspire Data Recruitment,"£75,000 a year"
15057,2nd Line Support Analyst - Media City,Salford,The Hut Group,
15058,Pensions Consultant - Altrincham,Altrincham,Data Careers Ltd,"£40,000 - £50,000 a year"
15059,UX Designer,Manchester,The Hut Group,
15060,Operations Analyst,Manchester,Verastar,"£22,000 - £27,000 a year"
15061,Technical Analyst,,EuroNet Solutions Ltd,"£29,500 - £34,500 a year"
15062,CRO Manager,,Banc Media Ltd,
15063,SAP Configuration Analyst (Manufacturing / Master Data),,Robert Half United Kingdom,"£55,000 a year"
15064,Full Stack Software Developer,,FLG Business Technology Limited,"£40,000 - £45,000 a year"
15065,Interim Data Modeller / Data Modelling,,Triumph Consultants Ltd,£430 a day
15066,Business Analyst - Data Migration,,SystemsAccountants,"£50,000 - £60,000 a year"
15067,Principal Data Engineering Developer,,Auto Trader UK,"£50,000 - £70,000 a year"
15068,Data Analyst Engineer,,Freedom Finance,"£30,000 - £45,000 a year"
15069,Business Analyst,,Wenso,"£30,000 - £38,000 a year"
15070,Product Owner,,wejo,
15071,Manchester Campus Coordinator,,London School of Commerce – Manchester Campus,"£35,000 a year"
15072,Experienced/ senior medical writer – market access and healt...,Manchester M2,AMICULUM,
15073,Market Access Consultant,Manchester,G&J Lee Recruitment (Gareth Lee),"£30,000 - £40,000 a year"
15074,HELPDESK SUPPORT,Stockport,Spring,
15075,UI/UX Designer,Manchester,Whitehall Resources Ltd,
15076,Intercompany Accountant,Manchester,Search Consultancy,
15077,Senior Research Scientist – Pricing Analytics,Manchester,Aspire Data Recruitment,"£75,000 a year"
15078,2nd Line Support Analyst - Media City,Salford,The Hut Group,
15079,Pensions Consultant - Altrincham,Altrincham,Data Careers Ltd,"£40,000 - £50,000 a year"
15080,UX Designer,Manchester,The Hut Group,
15081,Operations Analyst,Manchester,Verastar,"£22,000 - £27,000 a year"
15082,Technical Analyst,,EuroNet Solutions Ltd,"£29,500 - £34,500 a year"
15083,CRO Manager,,Banc Media Ltd,
15084,SAP Configuration Analyst (Manufacturing / Master Data),,Robert Half United Kingdom,"£55,000 a year"
15085,Business Analyst - Data Migration,,SystemsAccountants,"£50,000 - £60,000 a year"
15086,Principal Data Engineering Developer,,Auto Trader UK,"£50,000 - £70,000 a year"
15087,Data Analyst Engineer,,Freedom Finance,"£30,000 - £45,000 a year"
15088,Business Analyst,,Wenso,"£30,000 - £38,000 a year"
15089,Product Owner,,wejo,
15090,Manchester Campus Coordinator,,London School of Commerce – Manchester Campus,"£35,000 a year"
15091,Experienced/ senior medical writer – market access and healt...,Manchester M2,AMICULUM,
15092,Market Access Consultant,Manchester,G&J Lee Recruitment (Gareth Lee),"£30,000 - £40,000 a year"
15093,HELPDESK SUPPORT,Stockport,Spring,
15094,UI/UX Designer,Manchester,Whitehall Resources Ltd,
15095,Intercompany Accountant,Manchester,Search Consultancy,
15096,Senior Research Scientist – Pricing Analytics,Manchester,Aspire Data Recruitment,"£75,000 a year"
15097,2nd Line Support Analyst - Media City,Salford,The Hut Group,
15098,Pensions Consultant - Altrincham,Altrincham,Data Careers Ltd,"£40,000 - £50,000 a year"
15099,UX Designer,Manchester,The Hut Group,
15100,Operations Analyst,Manchester,Verastar,"£22,000 - £27,000 a year"
15101,Technical Analyst,,EuroNet Solutions Ltd,"£29,500 - £34,500 a year"
15102,CRO Manager,,Banc Media Ltd,
15103,SAP Configuration Analyst (Manufacturing / Master Data),,Robert Half United Kingdom,"£55,000 a year"
15104,Business Analyst - Data Migration,,SystemsAccountants,"£50,000 - £60,000 a year"
15105,Principal Data Engineering Developer,,Auto Trader UK,"£50,000 - £70,000 a year"
15106,Data Analyst Engineer,,Freedom Finance,"£30,000 - £45,000 a year"
15107,Business Analyst,,Wenso,"£30,000 - £38,000 a year"
15108,Product Owner,,wejo,
15109,Manchester Campus Coordinator,,London School of Commerce – Manchester Campus,"£35,000 a year"
15110,Experienced/ senior medical writer – market access and healt...,Manchester M2,AMICULUM,
15111,Market Access Consultant,Manchester,G&J Lee Recruitment (Gareth Lee),"£30,000 - £40,000 a year"
15112,HELPDESK SUPPORT,Stockport,Spring,
15113,UI/UX Designer,Manchester,Whitehall Resources Ltd,
15114,Intercompany Accountant,Manchester,Search Consultancy,
15115,Senior Research Scientist – Pricing Analytics,Manchester,Aspire Data Recruitment,"£75,000 a year"
15116,2nd Line Support Analyst - Media City,Salford,The Hut Group,
15117,Pensions Consultant - Altrincham,Altrincham,Data Careers Ltd,"£40,000 - £50,000 a year"
15118,UX Designer,Manchester,The Hut Group,
15119,Operations Analyst,Manchester,Verastar,"£22,000 - £27,000 a year"
15120,Technical Analyst,,EuroNet Solutions Ltd,"£29,500 - £34,500 a year"
15121,CRO Manager,,Banc Media Ltd,
15122,SAP Configuration Analyst (Manufacturing / Master Data),,Robert Half United Kingdom,"£55,000 a year"
15123,Business Analyst - Data Migration,,SystemsAccountants,"£50,000 - £60,000 a year"
15124,Principal Data Engineering Developer,,Auto Trader UK,"£50,000 - £70,000 a year"
15125,Data Analyst Engineer,,Freedom Finance,"£30,000 - £45,000 a year"
15126,Business Analyst,,Wenso,"£30,000 - £38,000 a year"
15127,Product Owner,,wejo,
15128,Manchester Campus Coordinator,,London School of Commerce – Manchester Campus,"£35,000 a year"
15129,Experienced/ senior medical writer – market access and healt...,Manchester M2,AMICULUM,
15130,Market Access Consultant,Manchester,G&J Lee Recruitment (Gareth Lee),"£30,000 - £40,000 a year"
15131,HELPDESK SUPPORT,Stockport,Spring,
15132,UI/UX Designer,Manchester,Whitehall Resources Ltd,
15133,Intercompany Accountant,Manchester,Search Consultancy,
15134,Senior Research Scientist – Pricing Analytics,Manchester,Aspire Data Recruitment,"£75,000 a year"
15135,2nd Line Support Analyst - Media City,Salford,The Hut Group,
15136,Pensions Consultant - Altrincham,Altrincham,Data Careers Ltd,"£40,000 - £50,000 a year"
15137,UX Designer,Manchester,The Hut Group,
15138,Operations Analyst,Manchester,Verastar,"£22,000 - £27,000 a year"
15139,Technical Analyst,,EuroNet Solutions Ltd,"£29,500 - £34,500 a year"
15140,CRO Manager,,Banc Media Ltd,
15141,SAP Configuration Analyst (Manufacturing / Master Data),,Robert Half United Kingdom,"£55,000 a year"
15142,Business Analyst - Data Migration,,SystemsAccountants,"£50,000 - £60,000 a year"
15143,Principal Data Engineering Developer,,Auto Trader UK,"£50,000 - £70,000 a year"
15144,Data Analyst Engineer,,Freedom Finance,"£30,000 - £45,000 a year"
15145,Business Analyst,,Wenso,"£30,000 - £38,000 a year"
15146,Product Owner,,wejo,
15147,Manchester Campus Coordinator,,London School of Commerce – Manchester Campus,"£35,000 a year"
15148,Experienced/ senior medical writer – market access and healt...,Manchester M2,AMICULUM,
15149,Market Access Consultant,Manchester,G&J Lee Recruitment (Gareth Lee),"£30,000 - £40,000 a year"
15150,HELPDESK SUPPORT,Stockport,Spring,
15151,UI/UX Designer,Manchester,Whitehall Resources Ltd,
15152,Intercompany Accountant,Manchester,Search Consultancy,
15153,Senior Research Scientist – Pricing Analytics,Manchester,Aspire Data Recruitment,"£75,000 a year"
15154,2nd Line Support Analyst - Media City,Salford,The Hut Group,
15155,Pensions Consultant - Altrincham,Altrincham,Data Careers Ltd,"£40,000 - £50,000 a year"
15156,UX Designer,Manchester,The Hut Group,
15157,Operations Analyst,Manchester,Verastar,"£22,000 - £27,000 a year"
15158,Technical Analyst,,EuroNet Solutions Ltd,"£29,500 - £34,500 a year"
15159,CRO Manager,,Banc Media Ltd,
15160,SAP Configuration Analyst (Manufacturing / Master Data),,Robert Half United Kingdom,"£55,000 a year"
15161,Data Analyst,,Page Personnel - UK,"£25,000 a year"
15162,Senior Programme Office Analyst,,TSYS,
15163,Market Researcher,,Coyle Personnel,"£24,000 - £26,000 a year"
15164,Intelligence Analyst,York,North Yorkshire Police,"£23,235 - £30,951 a year"
15165,Data Analyst,York,Webaspx,"£22,000 a year"
15166,919-KC-16387615-EXT Cancer Intelligence Analyst,York,Public Health England,"£28,082 - £39,493 a year"
15167,QC Laboratory Analyst,York,Covance,
15168,Data Analyst,York,Ben Johnson,"£20,000 - £25,000 a year"
15169,Data Analyst,York,Pareto Law,"£18,000 - £30,000 a year"
15170,Cancer Intelligence Analyst,York,Public Health England,"£28,082 - £39,493 a year"
15171,Partnerships Business Analyst,York,Hiscox,
15172,Data Analyst,York,Page Personnel - UK,"£25,000 a year"
15173,IT Environment Analyst,York,Hiscox,
15174,Data Analyst,,Page Personnel - UK,"£25,000 a year"
15175,Senior Programme Office Analyst,,TSYS,
15176,Technical Support Analyst,York,Aviva,
