,Title,Location,Company,Salary
350,Data Analyst Intern,"Cape Town, Western Cape",Trusted Interns,R6 000 - R8 000 a month
351,Data Analyst,"Cape Town, Western Cape",PBT Group,
352,Data Analyst,"Cape Town, Western Cape",The Globevest Group,R20 000 - R40 000 a month
353,Data Analyst,"Bellville, Western Cape",Santam: Group Sourcing and Transformatio,
354,Data Analyst I - Price and Promotions,"Cape Town, Western Cape",Data Centrix,
355,Analyst,"Cape Town, Western Cape 8001",Financial Intelligence Centre (FIC),
356,Data Production Analyst,"Claremont, Western Cape",Kurtosys,
357,Data Analyst (PG 9),"Bellville, Western Cape",SPF: Actuarial,
358,IT Graduate/Data Engineer/Analyst (SQL/QlikView),"Cape Town, Western Cape",Fourier Recruitment,R180 000 - R240 000 a year
359,BI Data Analyst - Mr D Food,"Cape Town, Western Cape",takealot.com,
360,Data Analyst Intern,"Cape Town, Western Cape",Trusted Interns,R6 000 - R8 000 a month
361,Data Analyst,"Cape Town, Western Cape",PBT Group,
362,Data Analyst,"Cape Town, Western Cape",The Globevest Group,R20 000 - R40 000 a month
363,Data Analyst,"Bellville, Western Cape",Santam: Group Sourcing and Transformatio,
364,Data Analyst I - Price and Promotions,"Cape Town, Western Cape",Data Centrix,
365,Analyst,"Cape Town, Western Cape 8001",Financial Intelligence Centre (FIC),
366,Data Production Analyst,"Claremont, Western Cape",Kurtosys,
367,Data Analyst (PG 9),"Bellville, Western Cape",SPF: Actuarial,
368,IT Graduate/Data Engineer/Analyst (SQL/QlikView),"Cape Town, Western Cape",Fourier Recruitment,R180 000 - R240 000 a year
369,BI Data Analyst - Mr D Food,"Cape Town, Western Cape",takealot.com,
370,Data Analyst Intern,"Cape Town, Western Cape",Trusted Interns,R6 000 - R8 000 a month
371,Data Analyst,"Cape Town, Western Cape",PBT Group,
372,Data Analyst,"Cape Town, Western Cape",The Globevest Group,R20 000 - R40 000 a month
373,Data Analyst,"Bellville, Western Cape",Santam: Group Sourcing and Transformatio,
374,Data Analyst I - Price and Promotions,"Cape Town, Western Cape",Data Centrix,
375,Analyst,"Cape Town, Western Cape 8001",Financial Intelligence Centre (FIC),
376,Data Production Analyst,"Claremont, Western Cape",Kurtosys,
377,Data Analyst (PG 9),"Bellville, Western Cape",SPF: Actuarial,
378,IT Graduate/Data Engineer/Analyst (SQL/QlikView),"Cape Town, Western Cape",Fourier Recruitment,R180 000 - R240 000 a year
379,BI Data Analyst - Mr D Food,"Cape Town, Western Cape",takealot.com,
380,Data Analyst Intern,"Cape Town, Western Cape",Trusted Interns,R6 000 - R8 000 a month
381,Data Analyst,"Cape Town, Western Cape",PBT Group,
382,Data Analyst,"Cape Town, Western Cape",The Globevest Group,R20 000 - R40 000 a month
383,Data Analyst,"Bellville, Western Cape",Santam: Group Sourcing and Transformatio,
384,Data Analyst I - Price and Promotions,"Cape Town, Western Cape",Data Centrix,
385,Analyst,"Cape Town, Western Cape 8001",Financial Intelligence Centre (FIC),
386,Data Production Analyst,"Claremont, Western Cape",Kurtosys,
387,Data Analyst (PG 9),"Bellville, Western Cape",SPF: Actuarial,
388,IT Graduate/Data Engineer/Analyst (SQL/QlikView),"Cape Town, Western Cape",Fourier Recruitment,R180 000 - R240 000 a year
389,BI Data Analyst - Mr D Food,"Cape Town, Western Cape",takealot.com,
390,Data Analyst Intern,"Cape Town, Western Cape",Trusted Interns,R6 000 - R8 000 a month
391,Data Analyst,"Cape Town, Western Cape",PBT Group,
392,Data Analyst,"Cape Town, Western Cape",The Globevest Group,R20 000 - R40 000 a month
393,Data Analyst,"Bellville, Western Cape",Santam: Group Sourcing and Transformatio,
394,Data Analyst I - Price and Promotions,"Cape Town, Western Cape",Data Centrix,
395,Analyst,"Cape Town, Western Cape 8001",Financial Intelligence Centre (FIC),
396,Data Production Analyst,"Claremont, Western Cape",Kurtosys,
397,Data Analyst (PG 9),"Bellville, Western Cape",SPF: Actuarial,
398,IT Graduate/Data Engineer/Analyst (SQL/QlikView),"Cape Town, Western Cape",Fourier Recruitment,R180 000 - R240 000 a year
399,BI Data Analyst - Mr D Food,"Cape Town, Western Cape",takealot.com,
400,Data Analyst Intern,"Cape Town, Western Cape",Trusted Interns,R6 000 - R8 000 a month
401,Data Analyst,"Cape Town, Western Cape",PBT Group,
402,Data Analyst,"Cape Town, Western Cape",The Globevest Group,R20 000 - R40 000 a month
403,Data Analyst,"Bellville, Western Cape",Santam: Group Sourcing and Transformatio,
404,Data Analyst I - Price and Promotions,"Cape Town, Western Cape",Data Centrix,
405,Analyst,"Cape Town, Western Cape 8001",Financial Intelligence Centre (FIC),
406,Data Production Analyst,"Claremont, Western Cape",Kurtosys,
407,Data Analyst (PG 9),"Bellville, Western Cape",SPF: Actuarial,
408,IT Graduate/Data Engineer/Analyst (SQL/QlikView),"Cape Town, Western Cape",Fourier Recruitment,R180 000 - R240 000 a year
409,BI Data Analyst - Mr D Food,"Cape Town, Western Cape",takealot.com,
410,Data Analyst Intern,"Cape Town, Western Cape",Trusted Interns,R6 000 - R8 000 a month
411,Data Analyst,"Cape Town, Western Cape",PBT Group,
412,Data Analyst,"Cape Town, Western Cape",The Globevest Group,R20 000 - R40 000 a month
413,Data Analyst,"Bellville, Western Cape",Santam: Group Sourcing and Transformatio,
414,Data Analyst I - Price and Promotions,"Cape Town, Western Cape",Data Centrix,
415,Analyst,"Cape Town, Western Cape 8001",Financial Intelligence Centre (FIC),
416,Data Production Analyst,"Claremont, Western Cape",Kurtosys,
417,Data Analyst (PG 9),"Bellville, Western Cape",SPF: Actuarial,
418,IT Graduate/Data Engineer/Analyst (SQL/QlikView),"Cape Town, Western Cape",Fourier Recruitment,R180 000 - R240 000 a year
419,BI Data Analyst - Mr D Food,"Cape Town, Western Cape",takealot.com,
